name_a,name_b,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33
"De La Salle University-Manila, Philippines",De La Salle University,1,90.0,68.75,68.75,100.0,68.75,90.0,68.75,0.625,0.1111111111111111,0.7222222222222222,0.0,0.0,0.0,0.0,21.379696802238016,1.983080038775065,16.788243247084637,7.844815479208263,1.0,0.0,,,,,,,,,,,,,,
"University of California, San Diego - Rady School of Management",University of San Diego,0,85.5,53.48837209302326,100.0,79.06976744186046,53.48837209302326,85.5,53.48837209302326,0.9302325581395348,0.4285714285714285,0.7142857142857143,0.0,0.0,0.0,0.0,16.366071498832568,1.983080038775065,22.08164353674981,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
"Universidad Interamericana de Puerto Rico, Guayama",Universidad de Puerto Rico,0,85.5,68.42105263157895,89.36170212765957,73.07692307692308,68.42105263157895,85.5,68.42105263157895,0.631578947368421,0.2,0.7777777777777778,0.0,0.0,0.0,0.0,24.991115578222924,5.093280166166314,17.886855535752744,8.943427767876372,1.0,0.0,,,,,,,,,,,,,,
New York University -Tisch School of the Arts,New World School of the Arts,0,85.5,68.49315068493152,88.0,80.85106382978724,68.49315068493152,85.5,68.49315068493152,0.4657534246575342,0.1428571428571428,0.65,0.0,0.0,0.0,0.0,20.073537749416875,2.409638929943029,23.83662959998361,1.983080038775065,1.0,0.0,,,,,,,,,,,,,,
Gateway Community & Technical College,GateWay Community College,1,77.41935483870968,77.41935483870968,80.95238095238095,79.06976744186046,77.41935483870968,77.41935483870968,77.41935483870968,0.3870967741935484,0.25,0.875,0.0,0.0,0.0,0.0,14.692243276490794,2.502481227243452,4.900376500041823,4.900376500041823,0.0,0.0,,,,,,,,,,,,,,
Mount St. Mary's University,Mount Saint Mary's College,0,64.15094339622642,60.37735849056604,63.1578947368421,74.4186046511628,64.15094339622642,64.15094339622642,60.37735849056604,0.0377358490566037,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,18.05566108293212,5.051607469765746,15.484864230106645,1.983080038775065,1.0,0.0,,,,,,,,,,,,,,
"Universidad Interamericana de Puerto Rico, Guayama",Universidad Interamericana de Puerto Rico,1,90.10989010989012,90.10989010989012,93.50649350649353,100.0,90.10989010989012,90.10989010989012,90.10989010989012,0.1978021978021978,0.0909090909090909,0.8333333333333334,0.0,0.0,0.0,0.0,33.9345433460993,5.093280166166314,8.943427767876372,8.943427767876372,1.0,0.0,,,,,,,,,,,,,,
"American InterContinental University, London",American InterContinental University,1,90.0,90.0,90.0,100.0,90.0,90.0,90.0,0.2,0.1428571428571428,0.8823529411764706,0.0,0.0,0.0,0.0,16.181056120413874,1.983080038775065,6.746203190540153,6.746203190540153,1.0,0.0,,,,,,,,,,,,,,
"University of California, Riverside - A. Gary Anderson Graduate School of Management","University of California, Davis - School of Law",0,85.5,62.59541984732824,87.17948717948718,73.33333333333334,64.12213740458014,85.5,62.59541984732824,0.5648854961832062,0.2,0.8260869565217391,0.0,0.0,0.0,0.0,12.021494174200305,1.983080038775065,54.06111463848354,5.159238133958112,1.0,0.0,,,,,,,,,,,,,,
"University of California, Irvine - The Paul Merage School of Business","University of California, Berkeley, Haas School of Business",0,80.30927835051546,75.0,84.5360824742268,69.4915254237288,79.6875,80.30927835051546,75.0,0.15625,0.1578947368421052,0.782608695652174,0.0,0.0,0.0,0.0,16.185798448965148,1.983080038775065,41.24650465818553,4.207229319481877,1.0,0.0,,,,,,,,,,,,,,
"University of California, Berkeley - Walter A. Haas School of Business","University of California, Davis - School of Law",0,82.82051282051282,68.37606837606837,87.17948717948718,71.23287671232876,66.66666666666667,82.82051282051282,68.37606837606837,0.3931623931623931,0.1578947368421052,0.8260869565217391,0.0,0.0,0.0,0.0,12.021494174200305,1.983080038775065,46.76828285553477,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
Indiana University - Kelley School of Business,Indiana University Maurer School of Law,1,79.40298507462687,70.58823529411764,83.58208955223881,80.51948051948052,72.94117647058825,79.40298507462687,70.58823529411764,0.1647058823529411,0.0769230769230769,0.7727272727272727,0.0,0.0,0.0,0.0,12.972470464062347,1.983080038775065,26.517250763915754,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
State University of New York College at Buffalo,State University of New York at Old Westbury,0,78.53333333333333,68.13186813186813,82.66666666666667,79.48717948717949,72.52747252747253,78.53333333333333,68.13186813186813,0.0659340659340659,0.0,0.85,0.0,1.0,0.0,0.0,23.439017722735013,1.983080038775065,26.33703225731858,2.502481227243452,1.0,0.0,,,,,,,,,,,,,,
The University of Texas at Austin - Red McCombs School of Business,The University of Texas at Arlington - College of Business,0,77.41935483870968,77.41935483870968,80.43478260869566,71.42857142857143,77.41935483870968,77.41935483870968,77.41935483870968,0.1290322580645161,0.0909090909090909,0.8636363636363636,0.0,0.0,0.0,0.0,22.96724411846113,1.983080038775065,34.34879971505689,2.4695370715240976,0.0,0.0,,,,,,,,,,,,,,
Suffolk University - Sawyer School of Management,Suffolk University - Sawyer Business School,1,83.8961038961039,81.31868131868131,88.31168831168831,88.31168831168831,74.72527472527473,83.8961038961039,81.31868131868131,0.1098901098901098,0.0769230769230769,0.8636363636363636,0.0,0.0,0.0,0.0,20.036887553057863,1.983080038775065,12.0833837680991,2.409638929943029,1.0,0.0,,,,,,,,,,,,,,
"University of California, Irvine - The Paul Merage School of Business","University of California, Davis - School of Law",0,82.82051282051282,72.41379310344827,87.17948717948718,77.27272727272727,70.6896551724138,82.82051282051282,72.41379310344827,0.3793103448275862,0.1578947368421052,0.75,0.0,0.0,0.0,0.0,12.021494174200305,1.983080038775065,43.13069669580839,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
The Ohio State University - The Max M. Fisher College of Business,The University of Iowa Tippie College of Business,0,80.75,70.17543859649122,85.0,71.42857142857143,70.17543859649122,80.75,70.17543859649122,0.2807017543859649,0.2,0.75,0.0,0.0,0.0,0.0,15.266733790208267,1.983080038775065,49.20918541327392,3.680737578971487,1.0,0.0,,,,,,,,,,,,,,
State University of New York College at Buffalo,State University of New York at Plattsburgh,0,79.59459459459458,68.88888888888889,83.78378378378378,80.55555555555556,73.33333333333334,79.59459459459458,68.88888888888889,0.0888888888888888,0.0666666666666666,0.8571428571428571,0.0,1.0,0.0,0.0,23.439017722735013,1.983080038775065,18.7798988505621,2.502481227243452,1.0,0.0,,,,,,,,,,,,,,
"University of California, San Diego - Rady School of Management","University of California, Davis - School of Law",0,82.82051282051282,76.36363636363637,87.17948717948718,74.66666666666666,76.36363636363637,82.82051282051282,76.36363636363637,0.2909090909090909,0.1111111111111111,0.8636363636363636,0.0,0.0,0.0,0.0,12.021494174200305,1.983080038775065,39.14259240209667,5.159238133958112,1.0,0.0,,,,,,,,,,,,,,
The University of Texas at Arlington - College of Business,The University of Iowa Tippie College of Business,0,80.75,72.89719626168225,85.0,65.3061224489796,76.63551401869158,80.75,72.89719626168225,0.1682242990654205,0.1111111111111111,0.8181818181818182,0.0,0.0,0.0,0.0,15.266733790208267,1.983080038775065,33.737437993121105,4.973135854324251,1.0,0.0,,,,,,,,,,,,,,
University of Florida - Fredric G. Levin College of Law,University of West Florida - College of Business,0,77.5,66.01941747572815,81.57894736842105,66.66666666666667,67.96116504854368,77.5,66.01941747572815,0.1359223300970873,0.1111111111111111,0.9047619047619048,0.0,0.0,0.0,0.0,12.619752138969718,1.983080038775065,40.27697191462341,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
"University of California, Irvine - The Paul Merage School of Business",University of Southern California - Marshall School of Business,0,76.28787878787878,80.3030303030303,79.36507936507937,68.25396825396825,74.24242424242425,76.28787878787878,80.3030303030303,0.0909090909090909,0.1,0.8636363636363636,0.0,0.0,0.0,0.0,16.185798448965148,1.983080038775065,39.38328622497533,4.207229319481877,1.0,0.0,,,,,,,,,,,,,,
UNH Peter T. Paul College of Business and Economics,University of International Business and Economics,0,63.33333333333332,61.38613861386138,66.66666666666666,70.12987012987013,61.38613861386138,63.33333333333332,61.38613861386138,0.0198019801980198,0.2,0.7272727272727273,0.0,0.0,0.0,0.0,17.752714656607548,2.409638929943029,40.39343449323107,1.983080038775065,1.0,0.0,,,,,,,,,,,,,,
The George Washington University- Milken Institute School of Public Health,The George Washington University Law School,1,85.5,70.08547008547008,78.87323943661971,85.71428571428572,68.37606837606837,85.5,70.08547008547008,0.5299145299145299,0.25,0.7391304347826086,0.0,0.0,0.0,0.0,21.52282144468751,1.983080038775065,33.22237759935921,2.409638929943029,1.0,0.0,,,,,,,,,,,,,,
University of Michigan - Stephen M. Ross School of Business,University of Michigan - Rackham Graduate School,1,74.55696202531645,67.28971962616824,78.48101265822785,71.7948717948718,63.55140186915889,74.55696202531645,67.28971962616824,0.205607476635514,0.1764705882352941,0.7916666666666666,0.0,0.0,0.0,0.0,13.407788535320194,1.983080038775065,41.04942893364124,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
University of San Francisco School of Law,"University of California, San Francisco",0,78.92307692307692,67.5,83.07692307692308,81.81818181818181,67.5,78.92307692307692,67.5,0.05,0.1666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,16.722746442771303,1.983080038775065,12.78801333944032,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
Georgia State University - J. Mack Robinson College of Business,Georgia State University College of Arts & Sciences,1,77.32558139534883,75.43859649122807,81.3953488372093,67.3913043478261,71.9298245614035,77.32558139534883,75.43859649122807,0.2105263157894736,0.1111111111111111,0.6956521739130435,0.0,0.0,0.0,0.0,16.523633269255413,1.983080038775065,39.070070850518384,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
The University of the State of New York,The City University of New York,0,86.66666666666667,74.28571428571429,91.2280701754386,75.47169811320755,74.28571428571429,86.66666666666667,74.28571428571429,0.2285714285714285,0.1428571428571428,0.8823529411764706,0.0,0.0,0.0,0.0,18.992373608921152,1.983080038775065,9.097804822231698,3.680737578971487,1.0,0.0,,,,,,,,,,,,,,
Temple University - Fox School of Business and Management,Temple University School of Medicine,1,85.5,66.66666666666667,85.71428571428571,80.0,68.81720430107528,85.5,66.66666666666667,0.4516129032258064,0.2857142857142857,0.782608695652174,0.0,0.0,0.0,0.0,14.01392433889051,1.983080038775065,28.3042891811544,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
Pontificia Universidad Católica del Peru - PUCP,Pontificia Universidad Católica de Valparaíso,0,78.26086956521739,73.91304347826086,81.57894736842105,87.5,78.26086956521739,78.26086956521739,73.91304347826086,0.0434782608695652,0.1666666666666666,0.8947368421052632,0.0,0.0,0.0,0.0,19.5613631754354,5.229855701172065,37.688937407323856,5.093280166166314,1.0,0.0,,,,,,,,,,,,,,
Temple University - Fox School of Business and Management,Temple University - James E. Beasley School of Law,1,71.02803738317756,71.02803738317758,74.76635514018692,73.80952380952381,59.81308411214954,71.02803738317756,71.02803738317758,0.1308411214953271,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,14.01392433889051,1.983080038775065,49.78176693295141,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
New York University - Leonard N. Stern School of Business,New York University - Polytechnic School of Engineering,1,71.42857142857143,66.07142857142857,73.21428571428572,72.72727272727273,71.42857142857143,71.42857142857143,66.07142857142857,0.0357142857142857,0.1111111111111111,0.75,0.0,0.0,0.0,0.0,17.25468136096337,1.983080038775065,38.669882799511065,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
University of Missouri - St. Louis,University of Missouri-Saint Louis,1,91.17647058823528,88.23529411764706,88.23529411764706,91.17647058823528,91.17647058823528,91.17647058823528,88.23529411764706,0.0,0.2,0.8823529411764706,0.0,0.0,0.0,0.0,17.579094138678425,1.983080038775065,10.999302964088129,5.051607469765746,1.0,0.0,,,,,,,,,,,,,,
University Wisconsin Platteville School of Agriculture,University of Wisconsin-Platteville,1,85.5,51.68539325842696,60.674157303370784,92.53731343283582,69.6629213483146,85.5,51.68539325842696,0.4269662921348314,0.3333333333333333,0.85,0.0,0.0,0.0,0.0,18.878377122808686,1.983080038775065,10.31435255073236,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
Fashion Institute of Design & Merchandising,Fashion Institute of Technology,0,74.50980392156863,70.27027027027026,78.43137254901961,81.4814814814815,70.27027027027026,74.50980392156863,70.27027027027026,0.3243243243243243,0.2,0.6842105263157895,0.0,0.0,0.0,0.0,14.27062849187046,2.409638929943029,19.834517147324267,4.586718941186781,1.0,0.0,,,,,,,,,,,,,,
University of Minnesota - Carlson School of Management,University of Minnesota School of Public Health,1,77.02702702702702,73.26732673267327,81.08108108108108,75.26881720430107,71.28712871287128,77.02702702702702,73.26732673267327,0.1386138613861386,0.0666666666666666,0.8095238095238095,0.0,0.0,0.0,0.0,13.85977365906325,1.983080038775065,27.14676701613013,5.509440563391227,1.0,0.0,,,,,,,,,,,,,,
University of Cincinnati - College of Engineering and Applied Science,University of Georgia College of Engineering,0,85.5,67.25663716814158,89.1891891891892,77.27272727272727,69.02654867256636,85.5,67.25663716814158,0.4424778761061947,0.25,0.8421052631578947,0.0,0.0,0.0,0.0,12.25510902538181,1.983080038775065,30.81361740409488,4.432568261359522,1.0,0.0,,,,,,,,,,,,,,
The Hong Kong University of Science and Technology,The Silesian University of Technology,0,81.84615384615385,75.86206896551724,86.15384615384616,67.56756756756756,68.96551724137932,81.84615384615385,75.86206896551724,0.2988505747126437,0.2307692307692307,0.8947368421052632,0.0,0.0,0.0,0.0,13.186667229386751,1.983080038775065,33.52166760519709,4.432568261359522,1.0,0.0,,,,,,,,,,,,,,
State University of New York College of Agriculture and Technology at Cobleskill,State University of New York College at Buffalo,0,85.5,67.71653543307087,90.69767441860463,89.41176470588236,66.14173228346456,85.5,67.71653543307087,0.5196850393700787,0.2,0.9047619047619048,0.0,1.0,0.0,0.0,25.941498949978463,1.983080038775065,33.141520305073215,4.432568261359522,1.0,0.0,,,,,,,,,,,,,,
Temple University - James E. Beasley School of Law,Temple University School of Medicine,1,81.42857142857142,69.76744186046511,85.71428571428571,67.85714285714286,65.11627906976744,81.42857142857142,69.76744186046511,0.3255813953488372,0.2857142857142857,0.7083333333333334,0.0,0.0,0.0,0.0,14.01392433889051,1.983080038775065,34.75916310156167,5.159238133958112,1.0,0.0,,,,,,,,,,,,,,
"Universidad Iberoamericana, Ciudad de México",Universidad Iberoamericana León,0,74.66666666666666,72.0,74.66666666666667,91.52542372881356,74.66666666666666,77.33333333333333,77.33333333333333,0.3466666666666667,0.25,0.7368421052631579,0.0,0.0,0.0,0.0,13.480136288488492,5.229855701172065,28.59135895962023,5.093280166166314,1.0,0.0,,,,,,,,,,,,,,
Central Virginia Governor's School for Science and Technology,Cochin University of Science and Technology,0,67.3076923076923,63.46153846153846,67.6923076923077,73.52941176470588,67.3076923076923,67.3076923076923,63.46153846153846,0.3461538461538461,0.1428571428571428,0.8947368421052632,0.0,0.0,0.0,0.0,14.743839145554476,4.432568261359522,46.69756772048572,1.983080038775065,1.0,0.0,,,,,,,,,,,,,,
"University of California, Berkeley - Walter A. Haas School of Business","University of California, Berkeley, Haas School of Business",1,89.92248062015504,89.92248062015504,90.19607843137254,79.66101694915254,89.92248062015504,89.92248062015504,89.92248062015504,0.1705426356589147,0.1578947368421052,0.8636363636363636,0.0,0.0,0.0,0.0,31.182282226821727,1.983080038775065,14.891123262198754,5.947695494322382,1.0,0.0,,,,,,,,,,,,,,
University of Michigan - Stephen M. Ross School of Business,University of Michigan Law School,1,85.5,65.21739130434783,93.5483870967742,84.7457627118644,65.21739130434783,85.5,65.21739130434783,0.5652173913043478,0.3333333333333333,0.782608695652174,0.0,0.0,0.0,0.0,13.407788535320194,1.983080038775065,31.212183289742768,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
University of North Carolina at Chapel Hill,University of North Carolina Asheville,0,83.9506172839506,69.1358024691358,84.84848484848484,86.56716417910448,83.9506172839506,83.9506172839506,69.1358024691358,0.1234567901234567,0.1666666666666666,0.9411764705882352,0.0,0.0,0.0,0.0,15.524970404982875,1.983080038775065,29.31851250816537,4.973135854324251,1.0,0.0,,,,,,,,,,,,,,
University of Pennsylvania - The Wharton School,University of Pennsylvania School of Medicine,1,83.6,78.26086956521739,88.0,75.67567567567568,71.73913043478262,83.6,78.26086956521739,0.0434782608695652,0.0769230769230769,0.8095238095238095,0.0,0.0,0.0,0.0,13.166626478503304,1.983080038775065,18.18206184980648,4.207229319481877,1.0,0.0,,,,,,,,,,,,,,
The University of Tennessee at Chattanooga,The University of Texas at San Antonio,0,72.5,72.5,72.5,73.97260273972603,72.5,72.5,72.5,0.1,0.0769230769230769,0.8235294117647058,0.0,1.0,0.0,0.0,13.573084142524223,1.983080038775065,31.10107972047501,5.229855701172065,1.0,0.0,,,,,,,,,,,,,,
The University of Texas at Austin - Red McCombs School of Business,The University of Texas at San Antonio,0,85.5,65.38461538461539,81.25,85.71428571428572,59.61538461538461,85.5,65.38461538461539,0.5384615384615384,0.2631578947368421,0.7142857142857143,0.0,0.0,0.0,0.0,18.802939843696286,1.983080038775065,40.244520329142325,2.4695370715240976,0.0,0.0,,,,,,,,,,,,,,
Georgia State University - J. Mack Robinson College of Business,Georgia Tech Scheller College of Business,0,85.5,61.53846153846154,79.41176470588235,66.66666666666667,61.53846153846154,85.5,61.53846153846154,0.4230769230769231,0.25,0.6521739130434783,0.0,0.0,0.0,0.0,15.024119926273706,2.409638929943029,43.64755456529106,1.983080038775065,1.0,0.0,,,,,,,,,,,,,,
"University of California, Berkeley, Haas School of Business","University of California, Berkeley - School of Law",1,84.40366972477065,84.40366972477065,83.49514563106796,90.0,84.40366972477065,84.40366972477065,84.40366972477065,0.1651376146788991,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,18.767697364740457,1.983080038775065,17.573822996039382,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
"University of California, Irvine - The Paul Merage School of Business","University of California, Berkeley - School of Law",0,79.75308641975309,70.58823529411764,83.95061728395062,74.72527472527473,68.90756302521008,79.75308641975309,70.58823529411764,0.3193277310924369,0.1578947368421052,0.7916666666666666,0.0,0.0,0.0,0.0,12.021494174200305,1.983080038775065,42.31976647959206,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
The University of Texas at San Antonio,The University of Texas School of Law,0,76.66666666666666,72.0,80.7017543859649,80.64516129032258,72.0,76.66666666666666,72.0,0.0266666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,13.829803989372037,1.983080038775065,24.68062410557876,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
The George Washington University Law School,The University of Texas School of Law,0,80.50847457627118,67.5,84.7457627118644,67.79661016949152,57.49999999999999,80.50847457627118,67.5,0.15,0.0769230769230769,0.8421052631578947,0.0,0.0,0.0,0.0,13.819084563739152,1.983080038775065,20.502469646021563,2.409638929943029,1.0,0.0,,,,,,,,,,,,,,
The University of Texas at Austin - Red McCombs School of Business,The George Washington University School of Business,0,74.64285714285714,68.37606837606837,78.57142857142857,58.58585858585859,58.11965811965811,74.64285714285714,68.37606837606837,0.2564102564102564,0.2631578947368421,0.7391304347826086,0.0,0.0,0.0,0.0,15.233789634488913,1.983080038775065,44.59793250748387,4.973135854324251,0.0,0.0,,,,,,,,,,,,,,
"University of California, Irvine - The Paul Merage School of Business","University of California, Los Angeles - School of Law",0,76.9047619047619,72.1311475409836,80.95238095238095,72.34042553191489,67.21311475409837,76.9047619047619,72.1311475409836,0.2622950819672131,0.1,0.8260869565217391,0.0,0.0,0.0,0.0,12.021494174200305,1.983080038775065,49.18375270578859,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
"University of California, Berkeley, Haas School of Business",University of South Carolina - The Moore School of Business,0,72.88135593220339,69.4915254237288,68.23529411764706,72.88135593220339,72.88135593220339,72.88135593220339,69.4915254237288,0.0,0.1111111111111111,0.8095238095238095,0.0,0.0,0.0,0.0,11.026560315007035,1.983080038775065,42.69054602971233,4.207229319481877,1.0,0.0,,,,,,,,,,,,,,
The University of Texas at Austin - Red McCombs School of Business,The Tuck School of Business at Dartmouth,0,85.5,52.83018867924528,76.92307692307692,64.40677966101696,49.0566037735849,85.5,52.83018867924528,0.490566037735849,0.2631578947368421,0.7727272727272727,0.0,0.0,0.0,0.0,18.22384545003809,2.409638929943029,43.92370701167874,1.983080038775065,0.0,0.0,,,,,,,,,,,,,,
"University of California, Irvine - The Paul Merage School of Business",University of South Carolina - The Moore School of Business,0,76.5625,76.5625,78.68852459016394,66.10169491525424,76.5625,76.5625,76.5625,0.15625,0.0476190476190476,0.8636363636363636,0.0,0.0,0.0,0.0,15.233789634488913,1.983080038775065,45.52962449322095,5.159238133958112,1.0,0.0,,,,,,,,,,,,,,
State University of New York at Plattsburgh,State University of New York at Fredonia,0,82.95774647887323,74.69879518072288,87.32394366197182,88.88888888888889,79.51807228915662,82.95774647887323,74.69879518072288,0.072289156626506,0.0,0.7142857142857143,0.0,1.0,0.0,0.0,23.439017722735013,1.983080038775065,17.1937083551928,8.250280587316428,1.0,0.0,,,,,,,,,,,,,,
University of Minnesota - Carlson School of Management,University of Science and Technology of China,0,62.62626262626263,58.58585858585859,55.913978494623656,65.1685393258427,62.62626262626263,62.62626262626263,58.58585858585859,0.1818181818181818,0.0666666666666666,0.85,0.0,0.0,0.0,0.0,4.392718968718095,1.983080038775065,46.22089557392371,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
The University of Texas at Austin - Red McCombs School of Business,The University of Tennessee at Chattanooga,0,85.5,55.55555555555556,64.51612903225806,72.46376811594203,53.703703703703695,85.5,55.55555555555556,0.4444444444444444,0.3333333333333333,0.6818181818181818,0.0,0.0,0.0,0.0,13.573084142524223,1.983080038775065,47.18817395807273,2.4695370715240976,0.0,0.0,,,,,,,,,,,,,,
The George Washington University School of Business,The University of Texas School of Law,0,78.62068965517241,61.36363636363637,82.75862068965517,65.67164179104478,56.81818181818181,78.62068965517241,61.36363636363637,0.3181818181818182,0.0,0.85,0.0,0.0,0.0,0.0,11.06948535972407,1.983080038775065,27.41637312480149,4.164304274764843,1.0,0.0,,,,,,,,,,,,,,
The University of Texas at Austin - Red McCombs School of Business,The University of Texas School of Law,1,85.5,66.01941747572815,93.75,80.64516129032258,66.01941747572815,85.5,66.01941747572815,0.5631067961165048,0.2631578947368421,0.7727272727272727,0.0,0.0,0.0,0.0,16.299341060896133,1.983080038775065,35.82864420012829,4.164304274764843,0.0,0.0,,,,,,,,,,,,,,
The Ohio State University Fisher College of Business,The George Washington University School of Business,0,67.96116504854368,64.07766990291262,69.90291262135922,66.66666666666667,67.96116504854368,67.96116504854368,64.07766990291262,0.0194174757281553,0.0666666666666666,0.9473684210526316,0.0,0.0,0.0,0.0,12.764252562964815,1.983080038775065,36.10674956239392,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
City Colleges of Chicago-Harold Washington College,City Colleges of Chicago-Wilbur Wright College,0,81.25,81.25,81.25,76.08695652173914,81.25,81.25,81.25,0.0833333333333333,0.0,0.8,0.0,0.0,0.0,0.0,24.19069124546429,2.409638929943029,29.938900334442884,5.998988788709932,1.0,0.0,,,,,,,,,,,,,,
"University of California, Irvine - The Paul Merage School of Business",University of Wisconsin-Madison - School of Business,0,73.625,56.19834710743802,77.5,57.89473684210527,69.42148760330579,73.625,56.19834710743802,0.2809917355371901,0.2222222222222222,0.7916666666666666,0.0,0.0,0.0,0.0,11.026560315007035,1.983080038775065,44.79630487970954,4.207229319481877,1.0,0.0,,,,,,,,,,,,,,
The George Washington University School of Business,The George Washington University Law School,1,90.36585365853658,82.97872340425532,95.1219512195122,95.1219512195122,82.97872340425532,90.36585365853658,82.97872340425532,0.1702127659574468,0.0769230769230769,0.8947368421052632,0.0,0.0,0.0,0.0,21.52282144468751,1.983080038775065,11.733181338665984,2.409638929943029,1.0,0.0,,,,,,,,,,,,,,
University of Michigan - Stephen M. Ross School of Business,University of South Carolina - The Moore School of Business,0,74.57627118644068,74.57627118644068,73.21428571428572,74.57627118644068,74.57627118644068,74.57627118644068,74.57627118644068,0.0,0.0,0.8636363636363636,0.0,0.0,0.0,0.0,11.026560315007035,1.983080038775065,50.96899749399546,4.207229319481877,1.0,0.0,,,,,,,,,,,,,,
"University of California, Berkeley, Haas School of Business",University of Wisconsin-Madison - School of Business,0,70.64102564102565,59.45945945945945,74.35897435897436,61.53846153846154,70.27027027027026,70.64102564102565,59.45945945945945,0.1261261261261261,0.0666666666666666,0.7391304347826086,0.0,0.0,0.0,0.0,11.026560315007035,1.983080038775065,33.542767777237174,5.159238133958112,1.0,0.0,,,,,,,,,,,,,,
California State Polytechnic University-Pomona,"California State University, Northridge",0,71.52941176470588,75.29411764705883,75.29411764705883,69.23076923076923,65.88235294117646,71.52941176470588,75.29411764705883,0.1647058823529411,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,10.823055751704665,1.983080038775065,22.1481520765049,6.053056009980208,1.0,0.0,,,,,,,,,,,,,,
California State Polytechnic University-Pomona,California State University - East Bay,0,69.04761904761905,69.04761904761905,71.42857142857143,68.42105263157895,69.04761904761905,69.04761904761905,69.04761904761905,0.1904761904761904,0.2,0.8,0.0,0.0,0.0,0.0,10.823055751704665,1.983080038775065,27.428018198251625,6.053056009980208,1.0,0.0,,,,,,,,,,,,,,
California State Polytechnic University-Pomona,California State University-Sacramento,0,71.42857142857143,71.42857142857143,71.42857142857143,68.42105263157895,71.42857142857143,71.42857142857143,71.42857142857143,0.1904761904761904,0.1428571428571428,0.8947368421052632,0.0,0.0,0.0,0.0,10.823055751704665,1.983080038775065,21.45500489594496,6.053056009980208,1.0,0.0,,,,,,,,,,,,,,
"University of California, Berkeley, Haas School of Business",University of Michigan - Stephen M. Ross School of Business,0,69.4915254237288,66.10169491525424,68.23529411764706,69.4915254237288,69.4915254237288,69.4915254237288,66.10169491525424,0.0,0.1111111111111111,0.7083333333333334,0.0,0.0,0.0,0.0,11.026560315007035,1.983080038775065,48.58989528791251,5.159238133958112,1.0,0.0,,,,,,,,,,,,,,
Iowa State University - Ivy College of Business,Indiana University - Kelley School of Business,0,70.96774193548387,66.66666666666667,68.57142857142857,72.28915662650603,70.96774193548387,70.96774193548387,66.66666666666667,0.021505376344086,0.0666666666666666,0.7727272727272727,0.0,0.0,0.0,0.0,8.557023243482938,1.983080038775065,37.31658748617226,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
California State Polytechnic University-Pomona,California State University-Dominguez Hills,0,70.4494382022472,74.15730337078652,74.15730337078652,69.76744186046511,69.6629213483146,70.4494382022472,74.15730337078652,0.0674157303370786,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,10.823055751704665,1.983080038775065,29.99296755571316,6.053056009980208,1.0,0.0,,,,,,,,,,,,,,
The University of Tennessee at Chattanooga,The University of Texas School of Law,0,65.82278481012658,65.82278481012658,66.66666666666666,70.17543859649122,65.82278481012658,65.82278481012658,65.82278481012658,0.1265822784810126,0.0769230769230769,0.7894736842105263,0.0,0.0,0.0,0.0,8.599948288199972,1.983080038775065,31.62427773450917,2.4695370715240976,1.0,0.0,,,,,,,,,,,,,,
Technological University of the Philippines,The University of Southern Mississippi,0,64.19753086419753,56.79012345679013,61.72839506172839,70.58823529411764,64.19753086419753,64.19753086419753,56.79012345679013,0.1234567901234567,0.0,0.7368421052631579,0.0,0.0,0.0,0.0,8.599948288199972,1.983080038775065,28.011966086846577,5.576131937889898,1.0,0.0,,,,,,,,,,,,,,
